,Tipo de Propiedad,Zona,Barrio,Tipo de Barrio,Cantidad de Dormitorios,Cantidad de Baños,Cantidad de Cocheras,Superficie Cubierta m2,Superficie Total m2,Zona_was_missing,Barrio_was_missing,Tipo de Barrio_was_missing,Cantidad de Dormitorios_was_missing,Cantidad de Baños_was_missing,Cantidad de Cocheras_was_missing,Superficie Cubierta m2_was_missing,Superficie Total m2_was_missing,Valor
3463,Casa,Cerro-Argüello,Cerro de las Rosas,Abierto,3.0,2.0,2.0,260.0,310.0,False,False,False,False,False,False,False,False,215000.0
3464,Casa,Noroeste,Marqués de Sobremonte,Abierto,2.0,1.0,1.0,175.0,295.0,False,False,False,False,False,False,False,False,135000.0
3465,Duplex,Sur,Claros del Bosque,Cerrado,3.0,3.0,1.0,135.0,125.0,False,False,False,False,False,False,False,False,167000.0
3466,Casa,Cerro-Argüello,Golf,Abierto,4.0,2.0,2.0,268.0,1608.0,False,False,False,False,False,False,False,False,280000.0
3467,Casa,Cerro-Argüello,Villa Rivera Indarte,Abierto,3.0,3.0,1.0,153.0,180.0,False,False,False,False,False,False,False,False,180000.0
3468,Casa,Noroeste,Marqués de Sobremonte,Abierto,3.0,3.0,4.0,300.0,590.0,False,False,False,False,False,False,False,False,250000.0
3469,Casa,Sudeste,Crisol Sud,Abierto,2.0,1.0,0.0,139.0,250.0,False,False,False,False,False,True,False,False,110000.0
3470,Casa,Sudoeste,ATE,Abierto,3.0,2.0,0.0,165.0,287.0,False,False,False,False,True,True,False,False,145000.0
3471,Casa,Sudeste,Empalme,Abierto,2.0,2.0,0.0,105.18041229248047,199.90451049804688,False,False,False,False,True,True,True,True,95000.0
3472,Casa,Cerro-Argüello,Argüello,Abierto,3.0,1.0,0.0,95.0,480.0,False,False,False,False,False,True,False,False,110000.0
3473,Casa,Cerro-Argüello,Quintas de Argüello,Abierto,4.0,1.0,1.0,158.0,291.0,False,False,False,False,False,False,False,False,105000.0
3474,Casa,Cerro-Argüello,Golf,Abierto,4.0,4.0,1.0,277.0,4169.0,False,False,False,False,False,False,False,False,450000.0
3475,Casa,Noroeste,Marqués de Sobremonte,Abierto,3.0,2.0,3.0,248.0,560.0,False,False,False,False,False,False,False,False,220000.0
3476,Casa,Sudoeste,Matienzo,Abierto,4.0,2.0,1.0,202.26544189453125,292.02734375,False,False,False,False,False,False,True,True,170000.0
3477,Casa,Noroeste,San Martín,Abierto,3.0,1.0,2.0,150.0,250.0,False,False,False,False,False,False,False,False,165000.0
3479,Casa,Este,General Pueyrredón,Abierto,3.0,2.0,0.0,148.62554931640625,262.46856689453125,False,False,False,False,True,True,True,True,135000.0
3480,Casa,Central,Nueva Córdoba,Abierto,3.0,2.0,0.0,214.0,214.0,False,False,False,False,False,True,False,False,260000.0
3481,Casa,Cerro-Argüello,Villa Belgrano,Abierto,3.0,5.0,3.0,800.0,346.0383605957031,False,False,False,False,False,False,False,True,950000.0
3482,Duplex,Cerro-Argüello,Villa Belgrano,Abierto,2.0,2.0,2.0,105.0,250.0,False,False,False,False,False,False,False,False,155000.0
3483,Casa,Sur,Las Flores,Abierto,2.0,1.0,3.0,287.0,330.0,False,False,False,False,False,False,False,False,200000.0
3484,Casa,Norte,Otro,Abierto,3.0,3.0,4.0,198.0,471.0,True,True,True,False,False,False,False,False,245000.0
3485,Casa,Oeste,Lomas de la Carolina,Country,3.0,2.0,1.0,120.0,550.0,False,False,False,False,False,False,False,False,200000.0
3486,Casa,Cerro-Argüello,Quintas de Argüello,Abierto,4.0,2.0,2.0,140.0,730.0,False,False,False,False,False,False,False,False,135000.0
3487,Casa,Noroeste,Altos de Villa Cabrera,Abierto,5.0,3.0,1.0,340.0,270.0,False,False,False,False,False,False,False,False,240000.0
3488,Duplex,Cerro-Argüello,Villa Rivera Indarte,Abierto,2.0,2.0,1.0,92.0,180.0,False,False,False,False,False,False,False,False,140000.0
3489,Casa,Cerro-Argüello,Villa Warcalde,Abierto,3.0,2.0,2.0,360.0,130.0,False,False,False,False,False,False,False,False,165000.0
3490,Casa,Cerro-Argüello,Argüello,Abierto,2.0,2.0,2.0,87.0,135.0,False,False,False,False,False,False,False,False,90000.0
3491,Casa,Oeste,Lomas de la Carolina,Country,3.0,2.0,2.0,120.0,345.0,False,False,False,False,False,False,False,False,170000.0
3492,Casa,Norte,Alta Córdoba,Abierto,2.0,2.0,1.0,322.0,322.0,False,False,False,False,False,False,False,False,340000.0
3493,Casa,Cerro-Argüello,Villa Belgrano,Abierto,3.0,2.0,2.0,250.0,120.0,False,False,False,False,False,False,False,False,220000.0
3494,Casa,Oeste,Valle Escondido,Cerrado,3.0,3.0,0.0,130.0,360.0,False,False,False,False,False,True,False,False,200000.0
3495,Casa,Sudeste,Maipú Sección 1,Abierto,4.0,3.0,1.0,227.54129028320312,302.799560546875,False,False,False,False,False,False,True,True,190000.0
3496,Casa,Noroeste,Alto Verde,Abierto,5.0,5.0,2.0,385.0,779.0,False,False,False,False,False,False,False,False,380000.0
3497,Casa,Noroeste,Altos de Villa Cabrera,Abierto,5.0,3.0,1.0,340.0,277.0,False,False,False,False,False,False,False,False,240000.0
3498,Casa,Cerro-Argüello,Cerro Chico,Abierto,5.0,4.0,4.0,350.0,751.0,False,False,False,False,False,False,False,False,300000.0
3499,Casa,Sur,Parque Vélez Sársfield,Abierto,5.0,2.0,0.0,354.0,336.0,False,False,False,False,True,True,False,False,280000.0
3500,Casa,Sur,Colinas de Vélez Sársfield,Abierto,3.0,2.0,0.0,178.0,178.0,False,False,False,False,True,True,False,False,165000.0
3501,Casa,Norte,Otro,Abierto,5.0,2.0,0.0,271.7596740722656,313.5550842285156,True,True,True,False,True,True,True,True,340000.0
3502,Casa,Cerro-Argüello,Cerro de las Rosas,Abierto,4.0,2.0,0.0,243.90870666503906,432.99761962890625,False,False,False,False,True,True,True,True,290000.0
3503,Casa,Central,Observatorio,Abierto,3.0,1.0,2.0,128.0,280.0,False,False,False,False,False,False,False,False,155000.0
3504,Casa,Cerro-Argüello,Cerro de las Rosas,Abierto,4.0,5.0,3.0,600.0,850.0,False,False,False,False,False,False,False,False,450000.0
3505,Casa,Norte,Otro,Cerrado,3.0,3.0,2.0,300.0,200.0,True,True,True,False,False,False,False,False,250000.0
3506,Casa,Norte,Cofico,Abierto,3.0,2.0,0.0,150.9228973388672,246.35809326171875,False,False,False,False,True,True,True,True,140000.0
3507,Casa,Oeste,Las Cañitas,Cerrado,2.0,2.0,0.0,133.50787353515625,234.56019592285156,False,False,False,False,True,True,True,True,168000.0
3508,Casa,Norte,Otro,Country,3.0,3.0,2.0,320.0,900.0,True,True,True,False,False,False,False,False,330000.0
3509,Casa,Sur,Parque Atlántica,Abierto,3.0,2.0,0.0,130.0,277.0,False,False,False,False,True,True,False,False,138000.0
3510,Casa,Noroeste,Villa Cabrera,Abierto,4.0,2.0,0.0,200.66822814941406,307.03887939453125,False,False,False,False,True,True,True,True,195000.0
3511,Casa,Cerro-Argüello,Golf,Abierto,3.0,3.0,4.0,320.0,2400.0,False,False,False,False,False,False,False,False,390000.0
3512,Casa,Cerro-Argüello,Argüello,Abierto,3.0,2.0,2.0,130.21031188964844,230.5328369140625,False,False,False,False,False,False,True,True,70000.0
3513,Casa,Norte,Otro,Cerrado,3.0,3.0,2.0,225.8180389404297,390.1534729003906,True,True,True,False,False,False,True,True,260000.0
3514,Casa,Cerro-Argüello,San Alfonso del Talar,Cerrado,3.0,2.0,0.0,196.77780151367188,500.0,False,False,False,False,True,True,True,False,250000.0
3516,Casa,Cerro-Argüello,Villa Rivera Indarte,Abierto,3.0,2.0,2.0,150.8302001953125,236.7398681640625,False,False,False,False,True,False,True,True,145000.0
3517,Casa,Sudeste,Parque San Carlos,Abierto,3.0,2.0,0.0,145.14950561523438,231.66458129882812,False,False,False,False,True,True,True,True,120000.0
3518,Casa,Sur,Parque Atlántica,Abierto,3.0,2.0,1.0,135.0,236.7398681640625,False,False,False,False,False,False,False,True,145000.0
3519,Casa,Norte,Cofico,Abierto,3.0,2.0,0.0,131.0,228.93959045410156,False,False,False,False,False,True,False,True,115000.0
3520,Casa,Central,Providencia,Abierto,3.0,2.0,0.0,182.13589477539062,300.0,False,False,False,False,True,True,True,False,220000.0
3521,Casa,Cerro-Argüello,Chacras de la Villa,Cerrado,4.0,2.0,0.0,212.07723999023438,376.009033203125,False,False,False,False,True,True,True,True,250000.0
3522,Casa,Cerro-Argüello,Tablada Park,Abierto,5.0,2.0,2.0,310.0,500.0,False,False,False,False,True,False,False,False,250000.0
3523,Casa,Oeste,El Bosque,Country,5.0,4.0,2.0,500.0,1500.0,False,False,False,False,False,False,False,False,550000.0
3524,Duplex,Central,Observatorio,Abierto,2.0,2.0,0.0,113.55018615722656,209.65106201171875,False,False,False,False,True,True,True,True,97000.0
3525,Casa,Oeste,El Bosque,Country,4.0,3.0,1.0,400.0,1500.0,False,False,False,False,False,False,False,False,470000.0
3526,Casa,Sur,Parque Vélez Sársfield,Abierto,2.0,1.0,1.0,90.0,175.0,False,False,False,False,False,False,False,False,115000.0
3527,Duplex,Cerro-Argüello,Villa Warcalde,Abierto,3.0,2.0,0.0,158.1754150390625,249.37783813476562,False,False,False,False,True,True,True,True,155000.0
3528,Casa,Oeste,Lomas de la Carolina,Country,3.0,2.0,2.0,600.0,1600.0,False,False,False,False,True,False,False,False,700000.0
3529,Casa,Norte,Alta Córdoba,Abierto,2.0,2.0,0.0,139.21810913085938,296.32354736328125,False,False,False,False,True,True,True,True,186000.0
3530,Casa,Noroeste,Alto Verde,Abierto,3.0,1.0,2.0,116.0,251.0,False,False,False,False,False,False,False,False,150000.0
3531,Casa,Guiñazú,Guiñazú,Abierto,5.0,2.0,0.0,800.0,596.4987182617188,False,False,False,False,True,True,False,True,450000.0
3532,Casa,Cerro-Argüello,Quintas de Argüello,Abierto,2.0,1.0,0.0,80.0,215.0,False,False,False,False,False,True,False,False,125000.0
3533,Casa,Sur,San Fernando,Abierto,3.0,2.0,1.0,173.0,318.0,False,False,False,False,False,False,False,False,190000.0
3534,Casa,Central,Rogelio Martinez,Abierto,2.0,2.0,0.0,190.0,400.0,False,False,False,False,True,True,False,False,180000.0
3535,Casa,Oeste,Lomas del Chateau,Con Seguridad,2.0,1.0,2.0,140.0,300.0,False,False,False,False,False,False,False,False,120000.0
3536,Duplex,Cerro-Argüello,Urca,Abierto,4.0,2.0,4.0,130.0,136.0,False,False,False,False,False,False,False,False,165000.0
3537,Casa,Sur,Parque Vélez Sársfield,Abierto,3.0,3.0,2.0,194.0,298.5351867675781,False,False,False,False,False,False,False,True,230000.0
3538,Casa,Cerro-Argüello,Villa Allende Parque,Abierto,4.0,2.0,0.0,243.90870666503906,432.99761962890625,False,False,False,False,True,True,True,True,290000.0
3539,Casa,Sur,Res. Vélez Sársfield,Abierto,3.0,2.0,0.0,155.75381469726562,265.40423583984375,False,False,False,False,True,True,True,True,165000.0
3540,Casa,Sur,Claros del Bosque,Cerrado,3.0,2.0,0.0,249.2152862548828,447.2916259765625,False,False,False,False,True,True,True,True,350000.0
3541,Casa,Cerro-Argüello,Los Boulevares,Abierto,3.0,2.0,0.0,252.21665954589844,436.68316650390625,False,False,False,False,True,True,True,True,310000.0
3542,Casa,Oeste,Parque Don Bosco,Abierto,3.0,1.0,1.0,80.0,250.0,False,False,False,False,False,False,False,False,132000.0
3543,Casa,Norte,Alta Córdoba,Abierto,2.0,2.0,0.0,125.0,165.0,False,False,False,False,True,True,False,False,27000.0
3544,Casa,Cerro-Argüello,Centenario,Abierto,3.0,3.0,2.0,185.0,225.0,False,False,False,False,False,False,False,False,235000.0
3545,Casa,Sur,Colinas de Vélez Sársfield,Abierto,3.0,1.0,1.0,130.0,250.0,False,False,False,False,False,False,False,False,135000.0
3546,Casa,Oeste,La Rufina,Country,3.0,3.0,2.0,280.0,800.0,False,False,False,False,False,False,False,False,355000.0
3547,Casa,Cerro-Argüello,Villa Rivera Indarte,Abierto,3.0,2.0,1.0,120.0,200.0,False,False,False,False,False,False,False,False,155000.0
3548,Casa,Noroeste,Marqués de Sobremonte,Abierto,4.0,4.0,1.0,466.0,518.0,False,False,False,False,False,False,False,False,350000.0
3549,Casa,Cerro-Argüello,Argüello,Abierto,3.0,2.0,1.0,242.0,527.0,False,False,False,False,False,False,False,False,220000.0
3550,Casa,Este,Ampliación Pueyrredón,Abierto,3.0,2.0,1.0,200.0,250.0,False,False,False,False,False,False,False,False,210000.0
3551,Casa,Noroeste,Marqués de Sobremonte,Abierto,4.0,4.0,1.0,466.0,518.0,False,False,False,False,False,False,False,False,350000.0
3552,Casa,Cerro-Argüello,Villa Belgrano,Abierto,3.0,2.0,3.0,286.0,925.0,False,False,False,False,False,False,False,False,310000.0
3553,Casa,Cerro-Argüello,Argüello,Abierto,3.0,2.0,2.0,300.0,600.0,False,False,False,False,False,False,False,False,320000.0
3554,Casa,Cerro-Argüello,Centenario,Abierto,4.0,2.0,2.0,189.0,330.0,False,False,False,False,False,False,False,False,180000.0
3555,Casa,Sudoeste,Ameghino Sud,Abierto,2.0,1.0,2.0,147.0,500.0,False,False,False,False,False,False,False,False,145000.0
3556,Casa,Nordeste,Talleres Este,Abierto,3.0,1.0,1.0,437.0,570.0,False,False,False,False,False,False,False,False,160000.0
3557,Duplex,Sur,Otro,Con Seguridad,3.0,2.0,0.0,114.0,249.37783813476562,True,True,True,False,False,True,False,True,155000.0
3558,Casa,Cerro-Argüello,Estancia Q2,Cerrado,3.0,5.0,2.0,326.4113464355469,1000.0,False,False,False,False,False,False,True,False,420000.0
3559,Casa,Cerro-Argüello,Los Boulevares,Abierto,4.0,2.0,0.0,174.98155212402344,247.28834533691406,False,False,False,False,True,True,True,True,120000.0
3560,Casa,Cerro-Argüello,Villa Warcalde,Abierto,1.0,2.0,0.0,78.58899688720703,120.42101287841797,False,False,False,False,True,True,True,True,55000.0
3561,Casa,Sudeste,Villa Coronel Olmedo,Abierto,3.0,3.0,1.0,235.0,870.0,False,False,False,False,False,False,False,False,220000.0
3562,Casa,Este,Yapeyú,Abierto,2.0,1.0,0.0,70.0,170.0,False,False,False,False,False,True,False,False,75000.0
3563,Casa,Cerro-Argüello,Villa Warcalde,Abierto,3.0,3.0,2.0,195.0,730.0,False,False,False,False,False,False,False,False,180000.0
3564,Casa,Cerro-Argüello,Villa Rivera Indarte,Abierto,5.0,5.0,2.0,400.0,2000.0,False,False,False,False,False,False,False,False,250000.0
3565,Casa,Oeste,Alto Alberdi,Abierto,2.0,2.0,1.0,105.92123413085938,210.0,False,False,False,False,False,False,True,False,110000.0
3566,Casa,Cerro-Argüello,Villa Belgrano,Abierto,3.0,2.0,0.0,180.0,400.0,False,False,False,False,True,True,False,False,270000.0
3567,Casa,Cerro-Argüello,Tablada Park,Abierto,3.0,2.0,0.0,243.77723693847656,417.9294738769531,False,False,False,False,True,True,True,True,300000.0
3568,Casa,Norte,Panamericano,Abierto,5.0,1.0,1.0,124.0,214.0,False,False,False,False,False,False,False,False,80000.0
3569,Casa,Cerro-Argüello,San Isidro,Cerrado,3.0,3.0,1.0,240.0,900.0,False,False,False,False,False,False,False,False,320000.0
3570,Casa,Oeste,Lomas de la Carolina,Country,5.0,2.0,0.0,400.0,1500.0,False,False,False,False,True,True,False,False,850000.0
3571,Casa,Oeste,Lomas de la Carolina,Country,3.0,2.0,0.0,307.005859375,365.72528076171875,False,False,False,False,True,True,True,True,580000.0
3572,Casa,Noroeste,Poeta Lugones,Abierto,3.0,2.0,2.0,147.0,200.0,False,False,False,False,False,False,False,False,180000.0
3573,Casa,Este,General Pueyrredón,Abierto,4.0,1.0,1.0,186.0,215.0,False,False,False,False,False,False,False,False,120000.0
3574,Casa,Cerro-Argüello,Urca,Abierto,5.0,5.0,4.0,450.0,700.0,False,False,False,False,False,False,False,False,585000.0
3575,Casa,Nordeste,Talleres Este,Abierto,2.0,2.0,0.0,69.80378723144531,107.55715942382812,False,False,False,False,True,True,True,True,63000.0
3576,Casa,Sur,Parque Vélez Sársfield,Abierto,3.0,2.0,0.0,170.7369842529297,286.4593200683594,False,False,False,False,True,True,True,True,190000.0
3577,Casa,Oeste,El Bosque,Country,5.0,4.0,2.0,340.0,2800.0,False,False,False,False,False,False,False,False,360000.0
3578,Casa,Sudeste,Empalme,Abierto,3.0,1.0,0.0,121.0,278.7482604980469,False,False,False,False,False,True,False,True,110000.0
3579,Casa,Central,Alberdi,Abierto,1.0,1.0,0.0,50.0,45.0,False,False,False,False,False,True,False,False,50000.0
3580,Casa,Cerro-Argüello,Los Boulevares,Abierto,3.0,2.0,0.0,160.56861877441406,282.94561767578125,False,False,False,False,True,True,True,True,180000.0
3581,Casa,Cerro-Argüello,Quintas de Argüello,Abierto,3.0,3.0,2.0,227.0,324.0,False,False,False,False,False,False,False,False,210000.0
3582,Casa,Nordeste,Talleres Este,Abierto,3.0,2.0,0.0,104.85050964355469,137.3839111328125,False,False,False,False,True,True,True,True,63000.0
3583,Casa,Oeste,Alto Alberdi,Abierto,3.0,2.0,0.0,137.66529846191406,246.00804138183594,False,False,False,False,True,True,True,True,95000.0
3584,Casa,Este,Yofre Sud,Abierto,3.0,2.0,0.0,150.8302001953125,236.7398681640625,False,False,False,False,True,True,True,True,145000.0
3585,Casa,Sudoeste,Parque Capital,Abierto,2.0,2.0,1.0,111.1408462524414,193.31094360351562,False,False,False,False,False,False,True,True,122000.0
3586,Casa,Central,Otro,Abierto,2.0,2.0,0.0,107.57191467285156,204.052978515625,True,True,True,True,True,True,True,True,75000.0
3587,Casa,Cerro-Argüello,Quintas de Argüello,Abierto,5.0,2.0,0.0,170.0,300.0,False,False,False,False,False,True,False,False,115000.0
3588,Casa,Cerro-Argüello,La Paloma,Country,3.0,3.0,2.0,238.4154815673828,1700.0,False,False,False,False,False,False,True,False,370000.0
3589,Duplex,Cerro-Argüello,Centenario,Abierto,3.0,2.0,1.0,155.0,167.0,False,False,False,False,False,False,False,False,170000.0
3590,Casa,Cerro-Argüello,Chacras de la Villa,Cerrado,3.0,3.0,5.0,280.0,475.0,False,False,False,False,False,False,False,False,230000.0
3591,Casa,Oeste,Lomas de la Carolina,Country,4.0,3.0,0.0,340.9685363769531,352.5182800292969,False,False,False,False,False,True,True,True,550000.0
3592,Casa,Cerro-Argüello,Santina Norte,Cerrado,3.0,3.0,2.0,244.660400390625,406.4878845214844,False,False,False,False,False,False,True,True,300000.0
3593,Casa,Sudoeste,Matienzo,Abierto,3.0,2.0,2.0,175.0,300.0,False,False,False,False,False,False,False,False,130000.0
3594,Casa,Cerro-Argüello,San Isidro,Cerrado,5.0,5.0,4.0,830.0,3856.0,False,False,False,False,False,False,False,False,950000.0
3595,Casa,Cerro-Argüello,Argüello,Abierto,3.0,2.0,2.0,300.0,600.0,False,False,False,False,False,False,False,False,320000.0
3596,Casa,Sur,Otro,Cerrado,3.0,3.0,2.0,110.0,400.0,True,True,True,False,False,False,False,False,130000.0
3597,Casa,Noroeste,Poeta Lugones,Abierto,3.0,3.0,2.0,300.0,360.0,False,False,False,False,False,False,False,False,320000.0
3598,Casa,Norte,Alta Córdoba,Abierto,4.0,2.0,0.0,240.8419952392578,432.20782470703125,False,False,False,False,True,True,True,True,295000.0
3599,Casa,Cerro-Argüello,La Herradura,Country,3.0,3.0,2.0,300.0,1800.0,False,False,False,False,False,False,False,False,320000.0
3600,Casa,Sudeste,San Vicente,Abierto,2.0,1.0,0.0,106.35445404052734,202.96829223632812,False,False,False,False,False,True,True,True,45000.0
3601,Casa,Oeste,Chateau Carreras,Abierto,4.0,2.0,0.0,174.98155212402344,247.28834533691406,False,False,False,False,True,True,True,True,120000.0
3602,Casa,Sur,Parque Horizonte,Abierto,5.0,2.0,2.0,195.23924255371094,344.0,False,False,False,False,False,False,True,False,150000.0
3603,Duplex,Cerro-Argüello,Villa Rivera Indarte,Abierto,3.0,2.0,0.0,110.0,180.0,False,False,False,False,True,True,False,False,120000.0
3604,Casa,Sur,Ciudadela,Abierto,2.0,2.0,0.0,99.62690734863281,233.9854736328125,False,False,False,False,True,True,True,True,32000.0
3605,Casa,Cerro-Argüello,Villa Belgrano,Abierto,2.0,2.0,1.0,105.0,200.0,False,False,False,False,False,False,False,False,175000.0
3606,Casa,Cerro-Argüello,Santina Norte,Cerrado,3.0,3.0,2.0,250.11795043945312,488.37640380859375,False,False,False,False,False,False,True,True,350000.0
3607,Casa,Oeste,Las Rosas,Abierto,3.0,3.0,2.0,234.0,400.0,False,False,False,False,False,False,False,False,350000.0
3608,Casa,Norte,Cofico,Abierto,5.0,3.0,5.0,362.0,287.0,False,False,False,False,False,False,False,False,150000.0
3609,Casa,Oeste,Valle Escondido,Cerrado,3.0,3.0,2.0,240.0,360.0,False,False,False,False,False,False,False,False,230000.0
3610,Casa,Cerro-Argüello,Villa Belgrano,Abierto,4.0,3.0,1.0,223.0,397.0,False,False,False,False,False,False,False,False,220000.0
3611,Casa,Cerro-Argüello,Argüello,Abierto,3.0,2.0,0.0,195.4747314453125,358.67352294921875,False,False,False,False,True,True,True,True,240000.0
3612,Casa,Oeste,Lomas de la Carolina,Country,3.0,4.0,2.0,360.0,1500.0,False,False,False,False,False,False,False,False,450000.0
3613,Casa,Cerro-Argüello,Villa Allende,Abierto,3.0,3.0,2.0,250.0,900.0,False,False,False,False,False,False,False,False,170000.0
3614,Casa,Noroeste,Altos de San Martín,Abierto,2.0,2.0,0.0,134.9143524169922,254.28274536132812,False,False,False,False,True,True,True,True,170000.0
3615,Casa,Cerro-Argüello,Cerro de las Rosas,Abierto,4.0,2.0,2.0,275.0,675.0,False,False,False,False,False,False,False,False,368000.0
3616,Casa,Noroeste,Alto Verde,Abierto,4.0,2.0,0.0,266.86834716796875,455.96337890625,False,False,False,False,True,True,True,True,395000.0
3617,Casa,Oeste,Valle Escondido,Cerrado,4.0,2.0,0.0,337.0,600.0,False,False,False,False,True,True,False,False,450000.0
3618,Casa,Noroeste,Alto Verde,Abierto,3.0,2.0,2.0,196.77780151367188,780.0,False,False,False,False,False,False,True,False,250000.0
3619,Casa,Central,Alberdi,Abierto,2.0,1.0,1.0,140.0,180.0,False,False,False,False,False,False,False,False,100000.0
3620,Casa,Norte,Otro,Abierto,2.0,2.0,1.0,150.0,480.0,True,True,True,False,False,False,False,False,175000.0
3621,Casa,Este,Patria,Abierto,4.0,2.0,0.0,267.2453918457031,452.30804443359375,False,False,False,False,True,True,True,True,320000.0
3622,Casa,Cerro-Argüello,Alejandro Centeno,Abierto,3.0,4.0,2.0,256.63458251953125,240.0,False,False,False,False,False,False,True,False,245000.0
3623,Casa,Sudeste,Talleres Sud,Abierto,3.0,2.0,1.0,220.0,350.0,False,False,False,False,False,False,False,False,125000.0
3624,Casa,Sudeste,San Vicente,Abierto,3.0,1.0,0.0,73.89508056640625,229.941162109375,False,False,False,False,False,True,True,True,30000.0
3625,Casa,Oeste,Lomas de la Carolina,Country,3.0,4.0,3.0,300.0,1500.0,False,False,False,False,False,False,False,False,480000.0
3626,Duplex,Cerro-Argüello,Argüello Norte,Abierto,2.0,2.0,2.0,90.0,175.0,False,False,False,False,False,False,False,False,68000.0
3627,Casa,Sudeste,San Vicente,Abierto,2.0,1.0,1.0,108.28323364257812,253.7446746826172,False,False,False,False,False,False,True,True,46000.0
3628,Casa,Central,Nueva Córdoba,Abierto,1.0,2.0,0.0,81.20953369140625,181.57672119140625,False,False,False,False,True,True,True,True,65000.0
3629,Casa,Cerro-Argüello,Urca,Abierto,3.0,2.0,2.0,140.0,230.0,False,False,False,False,False,False,False,False,180000.0
3630,Casa,Oeste,Tejas III,Cerrado,3.0,2.0,2.0,185.0,600.0,False,False,False,False,False,False,False,False,245000.0
3631,Duplex,Noroeste,San Salvador,Abierto,2.0,2.0,1.0,120.0,140.0,False,False,False,False,False,False,False,False,100000.0
3632,Casa,Central,Centro,Abierto,4.0,3.0,2.0,215.0,250.0,False,False,False,False,False,False,False,False,280000.0
3633,Casa,Sudeste,Maipú Sección 2,Abierto,5.0,5.0,4.0,625.0,850.0,False,False,False,False,False,False,False,False,335000.0
3634,Duplex,Noroeste,Chacra del Norte,Con Seguridad,3.0,3.0,2.0,180.0,200.0,False,False,False,False,False,False,False,False,220000.0
3635,Casa,Sur,Manantiales,Con Seguridad,3.0,1.0,0.0,119.0,258.0,False,False,False,False,False,True,False,False,90000.0
3636,Casa,Oeste,Lomas de la Carolina,Country,3.0,3.0,2.0,210.0,400.0,False,False,False,False,False,False,False,False,240000.0
3637,Casa,Cerro-Argüello,Tablada Park,Abierto,5.0,3.0,2.0,300.0,500.0,False,False,False,False,False,False,False,False,250000.0
3638,Casa,Central,Centro,Abierto,4.0,3.0,2.0,255.0,271.0,False,False,False,False,False,False,False,False,380000.0
3639,Duplex,Norte,Otro,Cerrado,3.0,3.0,2.0,130.0,400.0,True,True,True,False,False,False,False,False,190000.0
3640,Casa,Norte,Otro,Abierto,3.0,2.0,0.0,192.21719360351562,335.63226318359375,True,True,True,False,True,True,True,True,230000.0
3641,Casa,Este,General Paz,Abierto,4.0,2.0,0.0,300.0,404.0,False,False,False,False,True,True,False,False,85000.0
3642,Casa,Cerro-Argüello,Cuatro Hojas,Cerrado,3.0,4.0,2.0,260.0,1650.0,False,False,False,False,False,False,False,False,300000.0
3643,Casa,Cerro-Argüello,Tablada Park,Abierto,4.0,4.0,4.0,350.0,550.0,False,False,False,False,False,False,False,False,420000.0
3644,Casa,Cerro-Argüello,Cuatro Hojas,Cerrado,3.0,3.0,2.0,169.30142211914062,240.83726501464844,False,False,False,False,False,False,True,True,188000.0
3645,Casa,Cerro-Argüello,Cuatro Hojas,Cerrado,3.0,3.0,2.0,350.0,1200.0,False,False,False,False,False,False,False,False,340000.0
3646,Casa,Oeste,Las Cañitas,Cerrado,1.0,1.0,0.0,114.0,114.0,False,False,False,False,False,True,False,False,120000.0
3647,Casa,Sur,SMATA,Abierto,3.0,2.0,2.0,195.0,250.0,False,False,False,False,False,False,False,False,135000.0
3648,Duplex,Cerro-Argüello,Los Boulevares,Abierto,3.0,3.0,2.0,160.0,200.0,False,False,False,False,False,False,False,False,175000.0
3649,Casa,Oeste,Las Cañitas,Cerrado,3.0,2.0,1.0,170.0,800.0,False,False,False,False,False,False,False,False,170000.0
3650,Casa,Oeste,Cuesta Colorada,Cerrado,3.0,2.0,2.0,148.05856323242188,228.93959045410156,False,False,False,False,False,False,True,True,115000.0
3651,Casa,Sur,Parque Vélez Sársfield,Abierto,4.0,2.0,2.0,254.0,300.0,False,False,False,False,False,False,False,False,160000.0
3652,Casa,Central,Centro,Abierto,3.0,1.0,1.0,157.0,140.0,False,False,False,False,False,False,False,False,168000.0
3653,Casa,Norte,Otro,Abierto,3.0,2.0,2.0,147.0,480.0,True,True,True,False,False,False,False,False,200000.0
3654,Casa,Cerro-Argüello,Golf,Abierto,3.0,2.0,1.0,220.43980407714844,392.5031433105469,False,False,False,False,False,False,True,True,260000.0
3655,Casa,Central,Paso de los Andes,Abierto,4.0,2.0,0.0,207.6278076171875,305.7901306152344,False,False,False,False,True,True,True,True,185000.0
3656,Casa,Cerro-Argüello,Villa Belgrano,Abierto,3.0,3.0,2.0,150.0,270.0,False,False,False,False,False,False,False,False,189500.0
3657,Duplex,Cerro-Argüello,Villa Rivera Indarte,Abierto,3.0,2.0,1.0,111.0,215.0,False,False,False,False,False,False,False,False,135000.0
3658,Casa,Noroeste,San Salvador,Abierto,4.0,3.0,1.0,290.0,370.0,False,False,False,False,False,False,False,False,170000.0
3659,Casa,Norte,Otro,Abierto,3.0,2.0,0.0,155.26014709472656,263.2724609375,True,True,True,False,True,True,True,True,137000.0
3660,Casa,Noroeste,Villa Cabrera,Abierto,3.0,2.0,1.0,225.0,590.0,False,False,False,False,False,False,False,False,190000.0
