,Tipo de Propiedad,Zona,Ciudad,Barrio,Calle,Tipo de Barrio,Apto Escritura,Apto Crédito:,Etapa de Construcción,Antigüedad,Cantidad de Plantas,Cantidad de Dormitorios,Cantidad de Baños,Cantidad de Cocheras,Cobertura Cocheras,Superficie Total m2,Superficie Cubierta m2,Valor
5267,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,190000
5268,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,110000
5269,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5270,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5271,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,90000
5272,Casa,Norte,Córdoba,Arguello,VIRACOCHA 6200,Abierto,Si,,,,,Más de 4 Dormitorios,,,,848,311,150000
5273,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,135000
5274,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,165000
5275,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,205000
5276,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,155000
5277,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,135000
5278,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,390000
5279,Casa,,Córdoba,,,,,,,,,Monoambiente,,,,,,
5280,Casa,,Córdoba,Jardín,Garlot 3115,Abierto,,,,,,4 Dormitorios,,,,,,250000
5281,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,240000
5282,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,160000
5283,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,185000
5284,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,185000
5285,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,200000
5286,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,160000
5287,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,145000
5288,Duplex,,Córdoba,Nuevo Urca,Cabo Juan Waudrik 6700,,,,,,1 Planta,3 Dormitorios,2 Baños,,,,,
5289,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,65000
5290,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5291,Casa,Norte,Córdoba,Lomas de la Carolina,,Country,,,,16 años,,3 Dormitorios,,,,3000,900,
5292,Casa,,Córdoba,,:,,,,,,,Más de 4 Dormitorios,,,,489,,290000
5293,Casa,,Córdoba,Otro,LAS PERDICES 756,,,,,,,3 Dormitorios,4 Baños,2,,1100,280,300000
5294,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,130000
5295,Casa,,Córdoba,General Paz,Alonso Tula Cervin 1457,Abierto,Si,,Terminada,30 años,1 Planta,3 Dormitorios,1 Baño,2,Cubierta,250,180,108000
5296,Casa,,Córdoba,Valle Escondido,VENDEMOS INCREÍBLE CASA VALLE ESCONDIDO 400 MT2,,,,,4 años,,3 Dormitorios,3 Baños,2,,800,400,520000
5297,Casa,Norte,Córdoba,Las Delicias,,,,,,,,4 Dormitorios,,,,3000mts,500mts,850000
5298,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,120000
5299,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,308000
5300,Casa,,Córdoba,Villa Belgrano,ricardo rojas ,,,,,,,2 Dormitorios,,,,,,145000
5301,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,180000
5302,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,250000
5303,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,210000
5304,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,205000
5305,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5306,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,285000
5307,Casa,,Córdoba,Quintas de Arguello,mensaque de zarza 7136,Abierto,,,,,,3 Dormitorios,,,,409,,90000
5308,Casa,,Córdoba,Valle Escondido,,,,,Terminada,4 años,2 Plantas,3 Dormitorios,3 Baños,1,Cubierta,360,280,
5309,Casa,Norte,Córdoba,Cerro de las Rosas,,,,,,,,3 Dormitorios,,,,,,330000
5310,Casa,Norte,Córdoba,Lomas de la Carolina,,Country,,,,,,4 Dormitorios,,,,,,750000
5311,Casa,,Malagueño,Las Cañitas Barrio Privado,belgrano,Country,Si,,,,1 Planta,2 Dormitorios,1 Baño,,,110 m2,,180000
5312,Cabaña,,Costa Atlantica,,MAR DE LAS PAMPAS,,,,,,,3 Dormitorios,,,,3500,1200,
5313,Casa,Norte,Córdoba,Villa Belgrano,,,,,,,,3 Dormitorios,,,,,,185000
5314,Casa,,Villa Allende,,,,,,,,,3 Dormitorios,,,,,,340000
5315,Casa,,La Calera,El Bosque,,Country,Si,,Terminada,14 años,,4 Dormitorios,4 Baños,2,Cubierta,1500,530,690000
5316,Casa,,Córdoba,Jardín de los Boulevares,,,Si,,,,,3 Dormitorios,,,,240,150,210000
5317,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,145000
5318,Casa,,Córdoba,Arguello,,,,,,,,2 Dormitorios,,,,,,120000
5319,Casa,,Potrero de Garay,,,Abierto,Si,,Terminada,,1 Planta,2 Dormitorios,1 Baño,1,,,,110000
5320,Casa,,Córdoba,Cerro de las Rosas,Gregorio Velez 3766,Abierto,,,,,,Más de 4 Dormitorios,,,,,,
5321,Casa,,Córdoba,Villa Cabrera,galeano 1800,,Si,,Terminada,60 años,1 Planta,2 Dormitorios,1 Baño,1,,500,100,165000
5322,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,100000
5323,Casa,,Cosquín,,Tehuelche 700,,Si,,,,,2 Dormitorios,,,,,,
5324,Casa,,Córdoba,Chateau Carreras,Zorzal 300,,Si,,Terminada,28 años,1 Planta,4 Dormitorios,2 Baños,1,,200,432,190500
5325,Casa,,Córdoba,Los Boulevares,Calle Pública 4900,,No,,Terminada,1 año,1 Planta,3 Dormitorios,2 Baños,2,,130,126,135200
5326,Casa,,Córdoba,Otro,Celestino vidal 1900,,Si,,Terminada,38 años,1 Planta,3 Dormitorios,2 Baños,1,,,66,
5327,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,199000
5328,Casa,,Córdoba,Cerro de las Rosas,Roque Ferreyra 1700,,Si,,Terminada,18 años,2 Plantas,3 Dormitorios,2 Baños,1,,310,260,220000
5329,Casa,,Córdoba,Alto Verde,Ombú 3900,,Si,,Terminada,30 años,1 Planta,3 Dormitorios,2 Baños,3,Cubierta,500,250,205000
5330,Casa,,Córdoba,San Nicolas,Los principios,,Si,,,,2 Plantas,2 Dormitorios,2 Baños,1,,170,400,90000
5331,Cabaña,,Valle Hermoso,,General Paz 1200,Abierto,Si,,Terminada,,1 Planta,1 Dormitorio,1 Baño,1,Semidescubierta,880,64,90000
5332,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5333,Casa,,Córdoba,Liceo General Paz,,,Si,,,,,2 Dormitorios,,,,,,
5334,Casa,,Córdoba,Arguello,Padre Alberione 6500,,Si,,Terminada,25 años,1 Planta,3 Dormitorios,2 Baños,1,,700,260,239200
5335,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,360000
5336,Casa,,Cosquín,,Tehuelche 700,,Si,,,,,2 Dormitorios,,,,,,
5337,Casa,,Córdoba,San Martin,Quizquizacate 631,,,,,68 años,,3 Dormitorios,1 Baño,2,,202,170,60000
5338,Casa,,Córdoba,Jeronimo L. Cabrera,TEODORO FELLS  5300,Abierto,Si,,,,,2 Dormitorios,,,,,,53000
5339,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,199000
5340,Casa,,Villa Allende,Chacras de la Villa,,Country,Si,,Terminada,7 años,2 Plantas,3 Dormitorios,3 Baños,,,1200,330,380000
5341,Casa,,Córdoba,Panamericano,7 de Septiembre 3800,,,,,,,3 Dormitorios,1 Baño,1,,250,120,83000
5342,Casa,,Córdoba,Alta Córdoba,Lavalleja 3448,,,,,29 años,,2 Dormitorios,1 Baño,1,,250,115,115000
5343,Casa,,Córdoba,Alta Córdoba,antonio del Viso 95,,,,,,,Más de 4 Dormitorios,,,,150,240,155000
5344,Cabaña,,Valle Hermoso,,General Paz 1200,Abierto,Si,,Terminada,,1 Planta,1 Dormitorio,1 Baño,1,Semidescubierta,880,64,90000
5345,Casa,,Córdoba,Guemes,Bambilla 397,,,,,,,2 Dormitorios,1 Baño,,,100,100,65000
5346,Casa,,Córdoba,Los Paraisos,7 de Septiembre 3861,,,,,,,2 Dormitorios,1 Baño,1,,250,120,80000
5347,Casa,,Córdoba,Liceo General Paz,,,Si,,,,,2 Dormitorios,,,,,,
5348,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,165000
5349,Casa,,Córdoba,General Paz,Catamarca 1815,,,,,50 años,1 Planta,3 Dormitorios,2 Baños,1,,222,161,180000
5350,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,360000
5351,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,100000
5352,Casa,,Unquillo,,,Abierto,Si,,Terminada,,1 Planta,2 Dormitorios,1 Baño,,,,,
5353,Casa,,Córdoba,General Paz,Pasaje Pichincha 100,,Si,,,30 años,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,270,324,
5354,Casa,,Córdoba,Las Magnolias,Edmundo de Amici 3600,,,,,,,3 Dormitorios,2 Baños,2,,250,150,150000
5355,Casa,,Córdoba,Lomas de San Martín,Pablo Barrellier 2782,,,,,,,4 Dormitorios,4 Baños,1,,280,240,190000
5356,Casa,Norte,Córdoba,Villa Rivera Indarte,Corral de Bustos  8949,Cerrado,No,,,,2 Plantas,3 Dormitorios,2 Baños,1,Semidescubierta,195,118,135000
5357,Casa,,Córdoba,Los Gigantes,Fray Cayetano Rodriguez 530,,,,,,,3 Dormitorios,2 Baños,1,,250,130,80000
5358,Casa,,Huerta Grande,,Nuestra Señora del Carmen 127,Abierto,,,,50 años,,Más de 4 Dormitorios,Más de 4 Baños,1,Cubierta,498,143,
5359,Casa,,Anisacate,,,,,,Terminada,6 años,1 Planta,1 Dormitorio,1 Baño,4,Cubierta,800,,85000
5360,Casa,Sur,Córdoba,,Av. Valparaiso 7000,Country,Si,,Terminada,4 años,2 Plantas,4 Dormitorios,3 Baños,2,Cubierta,1500,240,400000
5361,Duplex,,Córdoba,Chacra del Norte,Spilimbergo,,,,,,,3 Dormitorios,,,,,180,226000
5362,Casa,,Córdoba,Alta Córdoba,Jose Fray Leon Torres 535,,,,,,,3 Dormitorios,2 Baños,1,,550,300,245000
5363,Duplex,Norte,Córdoba,Don Bosco,Esteban Pagliere  6881,,No,,Terminada,6 años,1 Planta,2 Dormitorios,1 Baño,,,150,62,105000
5364,Casa,Oeste,Córdoba,Alto Alberdi,Cayetano Silva 75,Abierto,Si,,Terminada,7 años,,1 Dormitorio,1 Baño,,,,,50000
5365,Casa,,Villa Carlos Paz,,Leiva 50,Abierto,Si,,Terminada,20 años,1 Planta,2 Dormitorios,1 Baño,,,225,70,140000
5366,Casa,Norte,Córdoba,Villa Belgrano,GAUSS  4600,Cerrado,Si,,,,,3 Dormitorios,,,,,,200000
5367,Casa,,Córdoba,Jardín,Javier dias,,,,,40 años,,2 Dormitorios,,,,270,149,155000
5368,Casa,,Córdoba,General Bustos,Cura Brochero 400,,,,,,1 Planta,2 Dormitorios,1 Baño,,,262,104,34000
5369,Casa,,Córdoba,Res. America,,,,,,,1 Planta,3 Dormitorios,2 Baños,1,,,,
5370,Duplex,,Córdoba,Lomas del Chateau ,,,,,Terminada,,2 Plantas,2 Dormitorios,2 Baños,,,150,70,
5371,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,210000
5372,Casa,Norte,Córdoba,Cerro Chico,Diego Cufre de Loays 2700,Abierto,Si,,,,,3 Dormitorios,,,,,,124000
5373,Casa,,Córdoba,,,Cerrado,,,,,,3 Dormitorios,,,,,,305000
5374,Casa,Norte,Córdoba,Escobar,Luis Galeano 1300,Abierto,Si,,,,,3 Dormitorios,,,,330,167,130000
5375,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,199000
5376,Casa,,Córdoba,Don Bosco,,,,,,,1 Planta,3 Dormitorios,2 Baños,,,250,,
5377,Casa,,Córdoba,General Bustos,,,,,,,1 Planta,3 Dormitorios,1 Baño,,,350,1,
5378,Casa,Norte,Córdoba,Villa Esquiu,Av Arturo Capdevila 7500,Abierto,,,Terminada,,1 Planta,2 Dormitorios,1 Baño,1,Cubierta,250,116,
5379,Casa,,Córdoba,San Nicolas,,,,,,,1 Planta,3 Dormitorios,1 Baño,,,250,130,
5380,Casa,Norte,Córdoba,Amp. Res. America,Carlos Gimenez 20,Abierto,Si,,Terminada,,1 Planta,3 Dormitorios,2 Baños,1,,246,123,60000
5381,Casa,,Córdoba,,,,,,,,1 Planta,4 Dormitorios,3 Baños,,,1100,500,
5382,Casa,,Córdoba,Arguello,,,,,,,1 Planta,3 Dormitorios,1 Baño,,,750,140,
5383,Casa,,Córdoba,Alto Palermo,,,,,,,2 Plantas,4 Dormitorios,4 Baños,,,650,450,
5384,Casa,,Córdoba,General Bustos,,,,,,,1 Planta,2 Dormitorios,1 Baño,,,,,
5385,Casa,,Córdoba,Res. America,,,,,,,1 Planta,3 Dormitorios,,1,,255,123,
5386,Casa,,Córdoba,Villa Marta,,,,,,,2 Plantas,3 Dormitorios,,,,300,220,
5387,Casa,,Córdoba,Cofico,Pasaje Jimenez 1100,,,,,,,2 Dormitorios,1 Baño,1,,10,10,
5388,Casa,,Córdoba,Alta Córdoba,Sucre 3176,,,,,29 años,,2 Dormitorios,1 Baño,1,,250,186,105000
5389,Casa,,Córdoba,General Pueyrredon,,,,,,,1 Planta,3 Dormitorios,1 Baño,,,100,,
5390,Casa,,Córdoba,Res. America,,,,,,,2 Plantas,3 Dormitorios,2 Baños,,,300,190,
5391,Casa,,Córdoba,Liceo General Paz,,,,,,,1 Planta,2 Dormitorios,1 Baño,,,250,100,
5392,Casa,Sur,Córdoba,Fortín del Pozo,cno san carlos  5000,Country,Si,,,20 años,1 Planta,3 Dormitorios,4 Baños,,Cubierta,385,2000,520000
5393,Casa,,Córdoba,Amp. Res. America,,,,,,,1 Planta,3 Dormitorios,1 Baño,,,300,140,
5394,Casa,,Córdoba,Alta Córdoba,TRAFALGAR 927,,,,,68 años,,2 Dormitorios,1 Baño,1,,150,80,100000
5395,Duplex,Sur,Córdoba,Cañitas,,Con Seguridad,Si,,Terminada,5 años,2 Plantas,3 Dormitorios,2 Baños,2,Semidescubierta,217,118,230000
5396,Casa,,Córdoba,Las Delicias,Av. Ejército Argentino 1000,,Si,,Terminada,15 años,2 Plantas,Más de 4 Dormitorios,Más de 4 Baños,2,,2346,500,990000
5397,Cabaña,,Mina Clavero,,Merli,Abierto,,,,,,Más de 4 Dormitorios,,,,,,397000
5398,Casa,,Córdoba,Los Olmos,SICILIA,,,,,,2 Plantas,3 Dormitorios,2 Baños,,,,114,155000
5399,Casa,,Córdoba,,,,,,,,2 Plantas,2 Dormitorios,2 Baños,2,,291,177,250000
5400,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5401,Casa,,Córdoba,Res. Olivos,Julio A. Roca  1200,Abierto,,,,,,Más de 4 Dormitorios,,,,,,
5402,Casa,,Bialet Masse,,A. DEL R. DE LA PLATA ESQ. V.,,,,,,,3 Dormitorios,2 Baños,1,,922,203,170000
5403,Casa,,Córdoba,Villa Cabrera,Italia 2200,Abierto,Si,,Terminada,,,4 Dormitorios,4 Baños,2,Cubierta,480,260,210000
5404,Casa,,Córdoba,Pque. Velez Sarsfield,JOSE RAMON AGUIRRE,,,,,,,3 Dormitorios,,,,,,150000
5405,Casa,Sur,Córdoba,,,,Si,,,,,Más de 4 Dormitorios,,,,,,110000
5406,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5407,Duplex,,Villa Carlos Paz,,Gluck  24,Abierto,Si,,,,,2 Dormitorios,,,,,,180000
5408,Duplex,,Córdoba,Poeta Lugones,,,,,Terminada,,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,180,95,
5409,Casa,,Córdoba,Valle Escondido,,Cerrado,,,Terminada,,2 Plantas,3 Dormitorios,3 Baños,1,Cubierta,430,240,
5410,Casa,,Villa Allende,Lomas Este,Pamplona,,,,,,,3 Dormitorios,3 Baños,,,270,137,150000
5411,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5412,Cabaña,,La Bolsa,,Las Begonias,Abierto,Si,,,,1 Planta,1 Dormitorio,3 Baños,3,Cubierta,1200,,60000
5413,Casa,,Córdoba,Otro,Miguel Lillo 1000,,Si,,Terminada,7 años,2 Plantas,4 Dormitorios,2 Baños,,,880,233,360000
5414,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,250000
5415,Casa,,Córdoba,Los Boulevares,PASAJE B 6500,,,,,,,2 Dormitorios,1 Baño,,,,,50000
5416,Casa,,Córdoba,San Martin,Suquia y cornelio saavedra,,,,,,,Más de 4 Dormitorios,,,,300,300,125000
5417,Casa,Norte,Córdoba,Villa Azalais,LEOPOLDO MARECHAL 14,Abierto,,,,,,2 Dormitorios,,,,,,50000
5418,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5419,Casa,Norte,Córdoba,Villa Corina,GREGORIO PEDRIEL 3242,Abierto,,,Terminada,,1 Planta,3 Dormitorios,1 Baño,,,180,70,25000
5420,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,300000
5421,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,240000
5422,Casa,,Córdoba,Alto Alberdi,Monseñor Miguel de Andrea 635,,,,Terminada,75 años,1 Planta,Monoambiente,Más de 4 Baños,,,350,185,
5423,Casa,,Bialet Masse,,GENERAL ROCA  113,Abierto,,,,,1 Planta,1 Dormitorio,1 Baño,,Descubierta,,,40000
5424,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,220000
5425,Casa,,Los Reartes,,los reartes 1000,,No,,Terminada,6 años,1 Planta,Más de 4 Dormitorios,Más de 4 Baños,,,7000,400,330000
5426,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,130000
5427,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,200000
5428,Casa,,Córdoba,Alta Córdoba,MIGUEL DE CERVANTES 300,Abierto,,,,,,3 Dormitorios,3 Baños,1,,292,195,160000
5429,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,170000
5430,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,325000
5431,Casa,,Río Ceballos,Villa Catalina,Los Alpatacos 1100,,,,,15 años,,3 Dormitorios,2 Baños,,,7400,380,350000
5432,Casa,,Unquillo,,,Country,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,Semidescubierta,13300,260,240000
5433,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,210000
5434,Casa,,Villa Carlos Paz,,Colombia 2100,,,,,,1 Planta,2 Dormitorios,1 Baño,1,,721,130,90000
5435,Casa,,Villa Allende,Chacras de la Villa,,,,,,10 años,2 Plantas,3 Dormitorios,4 Baños,2,Cubierta,1000,360,380000
5436,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,120000
5437,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,220000
5438,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,200000
5439,Casa,,Villa General Belgrano,,los pozos,Abierto,Si,,Terminada,,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,605,190,250000
5440,Casa,,Córdoba,Los Boulevares,calle 2 1072,Abierto,Si,,,,,4 Dormitorios,2 Baños,1,Cubierta,305,143,
5441,Casa,Norte,Córdoba,Arguello,yahuar huacac 7512,Abierto,Si,,,,1 Planta,3 Dormitorios,3 Baños,4,Cubierta,745,270,260000
5442,Casa,Norte,Córdoba,Villa Rivera Indarte,huayna  7600,Abierto,Si,,Terminada,10 años,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,800,350,240000
5443,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,190000
5444,Casa,,Malagueño,,ruta 45 km 2,Country,No,,,,2 Plantas,3 Dormitorios,3 Baños,1,Semidescubierta,800,220,210000
5445,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,225000
5446,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,195000
5447,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,225000
5448,Casa,Sur,Córdoba,Res. Olivos,Partenon 1100,,Si,,Terminada,,1 Planta,3 Dormitorios,2 Baños,1,,350,180,
5449,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,116000
5450,Casa,,Villa Allende,Cumbres,,Cerrado,,,,,2 Plantas,2 Dormitorios,2 Baños,1,,105,,
5451,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,205000
5452,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,190000
5453,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,200000
5454,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,135000
5455,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,165000
5456,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,220000
5457,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,110000
5458,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5459,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,90000
5460,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,185000
5461,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5462,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,65000
5463,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,154000
5464,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,185000
5465,Casa,,Córdoba,,,,,,,,,Monoambiente,,,,,,
5466,Casa,Norte,Córdoba,Cerro de las Rosas,Fernando Fader  3430,Cerrado,,,Terminada,,1 Planta,3 Dormitorios,2 Baños,,,,,500000
5467,Casa,,Córdoba,Yofre Sud,,,,,,,,3 Dormitorios,,,,160,260,145000
5468,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,90000
5469,Casa,,Córdoba,San Lorenzo,BENJAMIN LAVAYSE 5692,,,,,,2 Plantas,4 Dormitorios,3 Baños,1,,287,277,60000
5470,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5471,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,135000
5472,Casa,,Falda del Carmen,,Camino a falda del Carmen  Km 1 ,Country,,,,,2 Plantas,4 Dormitorios,3 Baños,,,440,200,278000
5473,Casa,,Córdoba,Jardín,COPINA 1659,,,,,1 año,,2 Dormitorios,,,,215,130,195000
5474,Duplex,Norte,Córdoba,,las Nomeolvides 2331,Abierto,,,,,,2 Dormitorios,,,,,,100000
5475,Casa,Norte,Córdoba,Urca,Jose Roque Funes 1200,Country,Si,,Terminada,7 años,2 Plantas,3 Dormitorios,4 Baños,4,Cubierta,1000,600,
5476,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,155000
5477,Casa,,Córdoba,Cerro de las Rosas,ROQUE FERREYRA  1700,,,,,12 años,,3 Dormitorios,2 Baños,1,,401,260,215000
5478,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,390000
5479,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,240000
5480,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,160000
5481,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,145000
5482,Casa,,Córdoba,Empalme,La Trinchera  1950,Abierto,,,,,,2 Dormitorios,,,,,,90000
5483,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,160000
5484,Casa,,Córdoba,Empalme,Cavalango 4360,Abierto,,,,,,3 Dormitorios,,,,,,110000
5485,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5486,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,200000
5487,Casa,,Córdoba,Lomas de la Carolina,AV EJERCITO ARGENTINO 9520,,,,,,,4 Dormitorios,,,,,,525000
5488,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
5489,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,308000
5490,Casa,Norte,Córdoba,Villa Belgrano,EDMUNDO MARIOTTE 6.758,,Si,,,10 años,1 Planta,3 Dormitorios,3 Baños,3,Semidescubierta,1600,1100,400000
5491,Duplex,,Córdoba,Res. Velez Sarfield,LAZARO LANGER  735,,,,,17 años,,3 Dormitorios,2 Baños,1,,248,121,145000
5492,Casa,,Córdoba,Rocío del Sur,VALPARAISO 6500,,,,,,,4 Dormitorios,,,,,,410000
5493,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,210000
5494,Casa,,Córdoba,Empalme,,,,,,,1 Planta,2 Dormitorios,1 Baño,,,250,83,
5495,Casa,,La Calera,La Rufina,AVENIDA LOS ALAMOS 1111,Cerrado,,,,3 años,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,895,275,
5496,Casa,,Córdoba,Villa Belgrano,BORELLI 6300,,,,,25 años,,4 Dormitorios,4 Baños,2,Cubierta,,,
5497,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,205000
5498,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,250000
5499,Casa,,Mendiolaza,,Av José de Calasanz 492,Country,,,Terminada,10 años,2 Plantas,Más de 4 Dormitorios,Más de 4 Baños,2,Cubierta,1700,400,550000
5500,Casa,Norte,Córdoba,,,Abierto,Si,,Terminada,,2 Plantas,4 Dormitorios,Más de 4 Baños,3,Cubierta,450,840,280000
5501,Casa,Norte,Córdoba,Alto Verde,,Abierto,,,Terminada,,,Monoambiente,,,,250,120,145000
5502,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,100000
5503,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,180000
5504,Casa,,Falda del Carmen,,ruta c45,,,,,,,3 Dormitorios,2 Baños,2,,618,165,220000
5505,Casa,Norte,Córdoba,Urca,ROQUE FERREYRA 1802,Abierto,,,Terminada,,1 Planta,4 Dormitorios,2 Baños,,,,,265000
5506,Casa,,Córdoba,Villa Belgrano,Tomás Garzón  5776,,No,,En Construcción,,,3 Dormitorios,2 Baños,,,,,
5507,Casa,,Villa Carlos Paz,,pasteur s/n,,,,,17 años,,2 Dormitorios,1 Baño,,,1300,70,165000
5508,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,120000
5509,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,130000
5510,Casa,,Córdoba,,ruta c45,,,,,,,3 Dormitorios,3 Baños,2,,480,185,240000
5511,Casa,,Villa Carlos Paz,,Gutemberg 789,,,,,,,2 Dormitorios,,,,,,
5512,Casa,Oeste,Córdoba,Los Granados,WARNES  1489,Abierto,Si,,,,,3 Dormitorios,,,,,,65000
5513,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,360000
5514,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,165000
5515,Casa,,Córdoba,Otro,BARTOLOME HIDALGO 1746,,,,,,,3 Dormitorios,2 Baños,1,,200,200,110000
5516,Casa,Norte,Córdoba,Cerro de las Rosas,Adrian Cornejo  1500,,,,,,,3 Dormitorios,,,,,,
